match_id,player_id,player_name,team_id,ht_passes,ht_touches,ht_dribbles,total_shots_on_goal,competition_type_Ligue 1,competition_type_World Cup,avg_ht_passes_ligue1,avg_ht_touches_ligue1,avg_ht_dribbles_ligue1,avg_total_sog_ligue1,player_id_x_world_cup,player_id_x_ligue_1
3802643,32028,Lucas Perrin,138,23,16,0,0,True,False,23.0,16.0,0.0,0.0,0,32028
3802643,104656,Moïse Orell Dion Sahi,138,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,104656
3802643,133136,Mouhamadou Diarra,138,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,133136
3802643,2995,Ángel Fabián Di María Hernández,131,0,0,0,0,True,False,21.347826086956523,23.73913043478261,1.0869565217391304,0.8260869565217391,0,2995
3802643,2999,Presnel Kimpembe,131,26,21,0,0,True,False,33.69565217391305,29.52173913043478,0.08695652173913043,0.043478260869565216,0,2999
3802643,3009,Kylian Mbappé Lottin,131,19,30,4,2,True,False,21.565217391304348,32.0,2.608695652173913,1.9130434782608696,0,3009
3802643,3166,Marco Verratti,131,48,40,0,0,True,False,48.8421052631579,46.31578947368421,0.6842105263157895,0.05263157894736842,0,3166
3802643,3567,Georginio Wijnaldum,131,0,0,0,0,True,False,7.409090909090909,7.863636363636363,0.2727272727272727,0.09090909090909091,0,3567
3802643,3606,Ander Herrera Agüera,131,0,0,0,0,True,False,9.866666666666667,9.133333333333333,0.0,0.0,0,3606
3802643,4320,Neymar da Silva Santos Junior,131,30,37,2,1,True,False,35.166666666666664,43.0,3.7777777777777777,1.2777777777777777,0,4320
3802643,4372,Marcos Aoás Corrêa,131,30,26,0,0,True,False,38.958333333333336,34.416666666666664,0.041666666666666664,0.16666666666666666,0,4372
3802643,5201,Sergio Ramos García,131,38,37,0,0,True,False,31.454545454545453,29.454545454545453,0.0,0.2727272727272727,0,5201
3802643,5245,Achraf Hakimi Mouh,131,29,23,1,1,True,False,30.5,28.136363636363637,0.7727272727272727,0.09090909090909091,0,5245
3802643,5503,Lionel Andrés Messi Cuccittini,131,35,41,2,2,True,False,32.92307692307692,38.65384615384615,1.6538461538461537,1.0384615384615385,0,5503
3802643,5597,Keylor Navas Gamboa,131,0,0,0,0,True,False,8.043478260869565,3.782608695652174,0.0,0.0,0,5597
3802643,7036,Gianluigi Donnarumma,131,13,7,0,0,True,False,7.956521739130435,4.391304347826087,0.043478260869565216,0.0,0,7036
3802643,8511,Thilo Kehrer,131,0,0,0,0,True,False,12.791666666666666,10.666666666666666,0.041666666666666664,0.041666666666666664,0,8511
3802643,13621,Danilo Luís Hélio Pereira,131,27,25,1,0,True,False,22.52,20.8,0.2,0.2,0,13621
3802643,15651,Juan Bernat Velasco,131,25,27,2,0,True,False,21.055555555555557,20.0,0.5555555555555556,0.05555555555555555,0,15651
3802643,28346,Eric Junior Dina Ebimbe,131,0,0,0,0,True,False,1.5,1.5,0.0,0.05555555555555555,0,28346
3802643,39167,Xavi Simons,131,0,0,0,0,True,False,1.8571428571428572,2.0714285714285716,0.07142857142857142,0.0,0,39167
3802643,41092,Nuno Mendes,131,0,0,0,0,True,False,18.875,15.708333333333334,0.7083333333333334,0.041666666666666664,0,41092
3802643,86485,Edouard Michut,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,86485
3803000,2974,Saîf-Eddine Khaoui,152,11,12,0,0,True,False,11.0,12.0,0.0,0.0,0,2974
3803000,7203,Jérôme Phojo,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,7203
3803000,7367,Grejohn Kyei,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,7367
3803000,7410,Jason Berthomier,152,25,28,0,1,True,False,25.0,28.0,0.0,1.0,0,7410
3803000,7562,Florent Ogier,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,7562
3803000,7626,Johan Gastien,152,46,39,2,0,True,False,46.0,39.0,2.0,0.0,0,7626
3803000,7643,Josué Albert,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,7643
3803000,8178,Jean-Claude Billong,152,10,7,0,0,True,False,10.0,7.0,0.0,0.0,0,8178
3803000,8454,Mohamed Bayo,152,13,16,1,0,True,False,13.0,16.0,1.0,0.0,0,8454
3803000,13597,Oriol Busquets Mas,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,13597
3803000,19019,Arial Benabent Mendy,152,23,20,2,1,True,False,23.0,20.0,2.0,1.0,0,19019
3803000,22125,Arthur Desmas,152,18,8,0,0,True,False,18.0,8.0,0.0,0.0,0,22125
3803000,22137,Yohann Magnin,152,22,21,0,0,True,False,22.0,21.0,0.0,0.0,0,22137
3803000,28376,Jim Allevinah,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,28376
3803000,29664,Jodel Dossou,152,12,19,1,2,True,False,12.0,19.0,1.0,2.0,0,29664
3803000,30234,Akim Zedadka,152,29,26,1,0,True,False,29.0,26.0,1.0,0.0,0,30234
3803000,33151,Lucas Da Cunha,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,33151
3803000,36552,Ouparine Djoco,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,36552
3803000,45047,Alidu Seidu,152,8,5,0,0,True,False,8.0,5.0,0.0,0.0,0,45047
3803000,169475,Naël Jaby,152,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,169475
3803000,2999,Presnel Kimpembe,131,37,32,0,0,True,False,33.69565217391305,29.52173913043478,0.08695652173913043,0.043478260869565216,0,2999
3803000,3009,Kylian Mbappé Lottin,131,36,43,3,6,True,False,21.565217391304348,32.0,2.608695652173913,1.9130434782608696,0,3009
3803000,3166,Marco Verratti,131,52,49,1,0,True,False,48.8421052631579,46.31578947368421,0.6842105263157895,0.05263157894736842,0,3166
3803000,3432,Alexandre Letellier,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,3432
3803000,3436,Idrissa Gana Gueye,131,51,43,1,0,True,False,28.142857142857142,26.333333333333332,0.42857142857142855,0.09523809523809523,0,3436
3803000,3567,Georginio Wijnaldum,131,0,0,0,0,True,False,7.409090909090909,7.863636363636363,0.2727272727272727,0.09090909090909091,0,3567
3803000,4320,Neymar da Silva Santos Junior,131,47,56,2,4,True,False,35.166666666666664,43.0,3.7777777777777777,1.2777777777777777,0,4320
3803000,5201,Sergio Ramos García,131,58,52,0,0,True,False,31.454545454545453,29.454545454545453,0.0,0.2727272727272727,0,5201
3803000,5245,Achraf Hakimi Mouh,131,35,33,0,0,True,False,30.5,28.136363636363637,0.7727272727272727,0.09090909090909091,0,5245
3803000,5503,Lionel Andrés Messi Cuccittini,131,35,43,4,1,True,False,32.92307692307692,38.65384615384615,1.6538461538461537,1.0384615384615385,0,5503
3803000,6987,Mauro Emanuel Icardi Rivero,131,0,0,0,0,True,False,0.8888888888888888,3.611111111111111,0.0,0.3333333333333333,0,6987
3803000,7036,Gianluigi Donnarumma,131,11,9,0,0,True,False,7.956521739130435,4.391304347826087,0.043478260869565216,0.0,0,7036
3803000,8511,Thilo Kehrer,131,0,0,0,0,True,False,12.791666666666666,10.666666666666666,0.041666666666666664,0.041666666666666664,0,8511
3803000,10450,Colin Dagba,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,10450
3803000,13621,Danilo Luís Hélio Pereira,131,34,30,0,0,True,False,22.52,20.8,0.2,0.2,0,13621
3803000,15651,Juan Bernat Velasco,131,0,0,0,0,True,False,21.055555555555557,20.0,0.5555555555555556,0.05555555555555555,0,15651
3803000,28346,Eric Junior Dina Ebimbe,131,0,0,0,0,True,False,1.5,1.5,0.0,0.05555555555555555,0,28346
3803000,41092,Nuno Mendes,131,30,26,2,0,True,False,18.875,15.708333333333334,0.7083333333333334,0.041666666666666664,0,41092
3803000,86485,Edouard Michut,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,86485
3803000,132019,El Chadaille Bitshiabu,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,132019
3802802,2995,Ángel Fabián Di María Hernández,131,39,41,0,0,True,False,21.347826086956523,23.73913043478261,1.0869565217391304,0.8260869565217391,0,2995
3802802,2999,Presnel Kimpembe,131,0,0,0,0,True,False,33.69565217391305,29.52173913043478,0.08695652173913043,0.043478260869565216,0,2999
3802802,3009,Kylian Mbappé Lottin,131,22,35,1,2,True,False,21.565217391304348,32.0,2.608695652173913,1.9130434782608696,0,3009
3802802,3166,Marco Verratti,131,60,61,0,1,True,False,48.8421052631579,46.31578947368421,0.6842105263157895,0.05263157894736842,0,3166
3802802,3186,Julian Draxler,131,0,0,0,0,True,False,1.3636363636363635,1.3636363636363635,0.0,0.09090909090909091,0,3186
3802802,3606,Ander Herrera Agüera,131,0,0,0,0,True,False,9.866666666666667,9.133333333333333,0.0,0.0,0,3606
3802802,4372,Marcos Aoás Corrêa,131,42,39,0,0,True,False,38.958333333333336,34.416666666666664,0.041666666666666664,0.16666666666666666,0,4372
3802802,5201,Sergio Ramos García,131,56,54,0,2,True,False,31.454545454545453,29.454545454545453,0.0,0.2727272727272727,0,5201
3802802,5503,Lionel Andrés Messi Cuccittini,131,0,0,0,0,True,False,32.92307692307692,38.65384615384615,1.6538461538461537,1.0384615384615385,0,5503
3802802,5597,Keylor Navas Gamboa,131,17,10,0,0,True,False,8.043478260869565,3.782608695652174,0.0,0.0,0,5597
3802802,6987,Mauro Emanuel Icardi Rivero,131,5,16,0,1,True,False,0.8888888888888888,3.611111111111111,0.0,0.3333333333333333,0,6987
3802802,8511,Thilo Kehrer,131,38,29,0,0,True,False,12.791666666666666,10.666666666666666,0.041666666666666664,0.041666666666666664,0,8511
3802802,10450,Colin Dagba,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,10450
3802802,13621,Danilo Luís Hélio Pereira,131,39,42,0,1,True,False,22.52,20.8,0.2,0.2,0,13621
3802802,16308,Leandro Daniel Paredes,131,64,58,0,0,True,False,28.307692307692307,25.307692307692307,0.07692307692307693,0.07692307692307693,0,16308
3802802,28346,Eric Junior Dina Ebimbe,131,0,0,0,0,True,False,1.5,1.5,0.0,0.05555555555555555,0,28346
3802802,38786,Denis Franchi,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,38786
3802802,39167,Xavi Simons,131,0,0,0,0,True,False,1.8571428571428572,2.0714285714285716,0.07142857142857142,0.0,0,39167
3802802,41092,Nuno Mendes,131,24,20,2,0,True,False,18.875,15.708333333333334,0.7083333333333334,0.041666666666666664,0,41092
3802802,86485,Edouard Michut,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,86485
3802802,7378,Yunis Abdelhamid,156,26,21,0,0,True,False,25.5,20.5,0.0,1.0,0,7378
3802802,8854,Wout Faes,156,20,15,0,0,True,False,16.5,13.5,0.0,0.0,0,8854
3802802,8948,Anastasios Donis,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,8948
3802802,15731,Predrag Rajković,156,15,7,0,0,True,False,13.5,5.0,0.0,0.0,0,15731
3802802,15782,Thomas Foket,156,25,25,0,0,True,False,25.0,25.5,1.0,0.0,0,15782
3802802,22098,Azor Matusiwa,156,42,43,1,0,True,False,42.0,43.0,1.0,0.0,0,22098
3802802,23870,Nicolas Penneteau,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,23870
3802802,23922,Maxime Busi,156,38,37,2,0,True,False,38.0,37.0,2.0,0.0,0,23922
3802802,24909,Moreto Moro Cassamã,156,0,0,0,0,True,False,15.0,14.0,1.0,0.0,0,24909
3802802,26063,Jens-Lys Michel Cajuste,156,21,23,0,0,True,False,21.0,23.0,0.0,0.0,0,26063
3802802,29962,Nathanaël Mbuku,156,12,15,1,1,True,False,14.5,18.0,1.0,0.5,0,29962
3802802,30682,Alexis Flips,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,30682
3802802,31799,Andreaw Gravillon,156,17,11,0,0,True,False,20.0,14.5,0.0,0.0,0,31799
3802802,45039,Ilan Kebbal,156,0,0,0,0,True,False,10.5,14.5,1.0,0.0,0,45039
3802802,50429,Hugo Ekitike,156,21,28,2,1,True,False,10.5,14.0,1.0,0.5,0,50429
3802802,104614,Dion Lopy,156,0,0,0,0,True,False,14.5,14.5,0.5,0.0,0,104614
3802802,121294,Moustapha Mbow,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,121294
3802802,132418,Bradley Locko,156,17,22,0,1,True,False,8.5,11.0,0.0,0.5,0,132418
3802802,136680,N''Dri Philippe Koffi,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,136680
3802802,174498,Martin Adeline,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,174498
3802696,2995,Ángel Fabián Di María Hernández,131,40,41,1,0,True,False,21.347826086956523,23.73913043478261,1.0869565217391304,0.8260869565217391,0,2995
3802696,2999,Presnel Kimpembe,131,0,0,0,0,True,False,33.69565217391305,29.52173913043478,0.08695652173913043,0.043478260869565216,0,2999
3802696,3009,Kylian Mbappé Lottin,131,21,37,3,2,True,False,21.565217391304348,32.0,2.608695652173913,1.9130434782608696,0,3009
3802696,3166,Marco Verratti,131,58,55,1,0,True,False,48.8421052631579,46.31578947368421,0.6842105263157895,0.05263157894736842,0,3166
3802696,3186,Julian Draxler,131,0,0,0,0,True,False,1.3636363636363635,1.3636363636363635,0.0,0.09090909090909091,0,3186
3802696,3436,Idrissa Gana Gueye,131,46,42,1,0,True,False,28.142857142857142,26.333333333333332,0.42857142857142855,0.09523809523809523,0,3436
3802696,3567,Georginio Wijnaldum,131,38,35,0,0,True,False,7.409090909090909,7.863636363636363,0.2727272727272727,0.09090909090909091,0,3567
3802696,3606,Ander Herrera Agüera,131,0,0,0,0,True,False,9.866666666666667,9.133333333333333,0.0,0.0,0,3606
3802696,4320,Neymar da Silva Santos Junior,131,36,47,3,0,True,False,35.166666666666664,43.0,3.7777777777777777,1.2777777777777777,0,4320
3802696,4372,Marcos Aoás Corrêa,131,38,33,0,0,True,False,38.958333333333336,34.416666666666664,0.041666666666666664,0.16666666666666666,0,4372
3802696,5245,Achraf Hakimi Mouh,131,35,38,2,0,True,False,30.5,28.136363636363637,0.7727272727272727,0.09090909090909091,0,5245
3802696,5503,Lionel Andrés Messi Cuccittini,131,0,0,0,0,True,False,32.92307692307692,38.65384615384615,1.6538461538461537,1.0384615384615385,0,5503
3802696,5597,Keylor Navas Gamboa,131,12,3,0,0,True,False,8.043478260869565,3.782608695652174,0.0,0.0,0,5597
3802696,7036,Gianluigi Donnarumma,131,0,0,0,0,True,False,7.956521739130435,4.391304347826087,0.043478260869565216,0.0,0,7036
3802696,8511,Thilo Kehrer,131,37,35,0,0,True,False,12.791666666666666,10.666666666666666,0.041666666666666664,0.041666666666666664,0,8511
3802696,8553,Abdou Diallo,131,36,27,0,1,True,False,11.428571428571429,10.285714285714286,0.21428571428571427,0.07142857142857142,0,8553
3802696,13621,Danilo Luís Hélio Pereira,131,0,0,0,0,True,False,22.52,20.8,0.2,0.2,0,13621
3802696,16308,Leandro Daniel Paredes,131,0,0,0,0,True,False,28.307692307692307,25.307692307692307,0.07692307692307693,0.07692307692307693,0,16308
3802696,28346,Eric Junior Dina Ebimbe,131,0,0,0,0,True,False,1.5,1.5,0.0,0.05555555555555555,0,28346
3802696,35705,Arnaud Kalimuendo Muinga,131,0,0,0,0,True,False,8.333333333333334,16.666666666666668,0.6666666666666666,0.6666666666666666,0,35705
3802696,7378,Yunis Abdelhamid,156,25,20,0,2,True,False,25.5,20.5,0.0,1.0,0,7378
3802696,8088,Mitchell van Bergen,156,0,0,0,1,True,False,0.0,0.0,0.0,1.0,0,8088
3802696,8854,Wout Faes,156,13,12,0,0,True,False,16.5,13.5,0.0,0.0,0,8854
3802696,10038,Mathieu Cafaro,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,10038
3802696,10039,Ghislain Konan,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,10039
3802696,15731,Predrag Rajković,156,12,3,0,0,True,False,13.5,5.0,0.0,0.0,0,15731
3802696,15782,Thomas Foket,156,25,26,2,0,True,False,25.0,25.5,1.0,0.0,0,15782
3802696,18857,Valon Berisha,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,18857
3802696,24909,Moreto Moro Cassamã,156,30,28,2,0,True,False,15.0,14.0,1.0,0.0,0,24909
3802696,24987,Yehvann Diouf,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,24987
3802696,29962,Nathanaël Mbuku,156,17,21,1,0,True,False,14.5,18.0,1.0,0.5,0,29962
3802696,30682,Alexis Flips,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,30682
3802696,31308,Marshall Nyasha Munetsi,156,17,10,1,0,True,False,17.0,10.0,1.0,0.0,0,31308
3802696,31799,Andreaw Gravillon,156,23,18,0,0,True,False,20.0,14.5,0.0,0.0,0,31799
3802696,34865,El Bilal Toure,156,9,23,1,1,True,False,9.0,23.0,1.0,1.0,0,34865
3802696,45039,Ilan Kebbal,156,21,29,2,0,True,False,10.5,14.5,1.0,0.0,0,45039
3802696,46005,Fodé Doucouré,156,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,46005
3802696,50429,Hugo Ekitike,156,0,0,0,0,True,False,10.5,14.0,1.0,0.5,0,50429
3802696,104614,Dion Lopy,156,29,29,1,0,True,False,14.5,14.5,0.5,0.0,0,104614
3802696,132418,Bradley Locko,156,0,0,0,0,True,False,8.5,11.0,0.0,0.5,0,132418
3802699,2995,Ángel Fabián Di María Hernández,131,19,25,4,4,True,False,21.347826086956523,23.73913043478261,1.0869565217391304,0.8260869565217391,0,2995
3802699,2999,Presnel Kimpembe,131,52,45,0,0,True,False,33.69565217391305,29.52173913043478,0.08695652173913043,0.043478260869565216,0,2999
3802699,3186,Julian Draxler,131,0,0,0,0,True,False,1.3636363636363635,1.3636363636363635,0.0,0.09090909090909091,0,3186
3802699,3436,Idrissa Gana Gueye,131,32,32,1,0,True,False,28.142857142857142,26.333333333333332,0.42857142857142855,0.09523809523809523,0,3436
3802699,3567,Georginio Wijnaldum,131,17,16,1,0,True,False,7.409090909090909,7.863636363636363,0.2727272727272727,0.09090909090909091,0,3567
3802699,3606,Ander Herrera Agüera,131,0,0,0,0,True,False,9.866666666666667,9.133333333333333,0.0,0.0,0,3606
3802699,4320,Neymar da Silva Santos Junior,131,20,32,6,1,True,False,35.166666666666664,43.0,3.7777777777777777,1.2777777777777777,0,4320
3802699,4372,Marcos Aoás Corrêa,131,36,30,0,1,True,False,38.958333333333336,34.416666666666664,0.041666666666666664,0.16666666666666666,0,4372
3802699,5503,Lionel Andrés Messi Cuccittini,131,19,26,2,0,True,False,32.92307692307692,38.65384615384615,1.6538461538461537,1.0384615384615385,0,5503
3802699,5597,Keylor Navas Gamboa,131,0,0,0,0,True,False,8.043478260869565,3.782608695652174,0.0,0.0,0,5597
3802699,6987,Mauro Emanuel Icardi Rivero,131,0,0,0,1,True,False,0.8888888888888888,3.611111111111111,0.0,0.3333333333333333,0,6987
3802699,6998,Rafael Alcântara do Nascimento,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,6998
3802699,7036,Gianluigi Donnarumma,131,19,12,0,0,True,False,7.956521739130435,4.391304347826087,0.043478260869565216,0.0,0,7036
3802699,8511,Thilo Kehrer,131,30,26,0,0,True,False,12.791666666666666,10.666666666666666,0.041666666666666664,0.041666666666666664,0,8511
3802699,8553,Abdou Diallo,131,0,0,0,0,True,False,11.428571428571429,10.285714285714286,0.21428571428571427,0.07142857142857142,0,8553
3802699,10450,Colin Dagba,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,10450
3802699,13621,Danilo Luís Hélio Pereira,131,40,40,1,0,True,False,22.52,20.8,0.2,0.2,0,13621
3802699,15651,Juan Bernat Velasco,131,37,35,0,0,True,False,21.055555555555557,20.0,0.5555555555555556,0.05555555555555555,0,15651
3802699,28346,Eric Junior Dina Ebimbe,131,0,0,0,0,True,False,1.5,1.5,0.0,0.05555555555555555,0,28346
3802699,41092,Nuno Mendes,131,0,0,0,0,True,False,18.875,15.708333333333334,0.7083333333333334,0.041666666666666664,0,41092
3802699,3007,Nanitamo Jonathan Ikoné,143,22,23,4,0,True,False,22.0,23.0,4.0,0.0,0,3007
3802699,3021,Kouadio Yves Dabila,143,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,3021
3802699,3154,Miguel Ângelo da Silva Rocha,143,22,20,0,0,True,False,11.0,10.0,0.0,0.0,0,3154
3802699,3377,Timothy Weah,143,0,0,0,0,True,False,5.0,8.0,0.5,0.0,0,3377
3802699,3593,Renato Júnior Luz Sanches,143,31,23,0,0,True,False,31.0,23.0,0.0,0.0,0,3593
3802699,3960,José Miguel da Rocha Fonte,143,20,19,0,0,True,False,22.5,21.0,0.0,0.0,0,3960
3802699,4256,Jonathan Bamba,143,21,24,0,0,True,False,23.0,24.5,1.5,0.5,0,4256
3802699,4270,Jérémy Pied,143,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,4270
3802699,4400,Adam Jakubech,143,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,4400
3802699,10349,Mehmet Zeki Çelik,143,26,22,1,0,True,False,25.0,22.0,1.0,0.0,0,10349
3802699,10848,Reinildo Isnard Mandava,143,21,16,2,0,True,False,21.0,16.0,2.0,0.0,0,10848
3802699,11086,Burak Yılmaz,143,19,31,0,1,True,False,19.0,31.0,0.0,1.0,0,11086
3802699,22343,Angel Gomes,143,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,22343
3802699,23640,Jonathan David,143,11,19,0,2,True,False,11.0,18.5,0.5,1.0,0,23640
3802699,29342,Ivo Grbić,143,10,4,0,0,True,False,11.0,4.5,0.0,0.0,0,29342
3802699,29594,Gabriel Gudmundsson,143,0,0,0,0,True,False,12.5,7.5,0.0,0.5,0,29594
3802699,29989,Yusuf Yazıcı,143,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,29989
3802699,29992,Tiago Emanuel Embaló Djaló,143,14,13,0,0,True,False,7.0,6.5,0.0,0.0,0,29992
3802699,32027,Isaac Lihadji,143,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,32027
3802699,48347,Amadou Onana,143,0,0,0,0,True,False,12.5,13.5,0.5,0.5,0,48347
3802685,2995,Ángel Fabián Di María Hernández,131,28,32,0,1,True,False,21.347826086956523,23.73913043478261,1.0869565217391304,0.8260869565217391,0,2995
3802685,2999,Presnel Kimpembe,131,54,46,0,0,True,False,33.69565217391305,29.52173913043478,0.08695652173913043,0.043478260869565216,0,2999
3802685,3009,Kylian Mbappé Lottin,131,0,0,0,2,True,False,21.565217391304348,32.0,2.608695652173913,1.9130434782608696,0,3009
3802685,3166,Marco Verratti,131,54,53,1,0,True,False,48.8421052631579,46.31578947368421,0.6842105263157895,0.05263157894736842,0,3166
3802685,3436,Idrissa Gana Gueye,131,0,0,0,0,True,False,28.142857142857142,26.333333333333332,0.42857142857142855,0.09523809523809523,0,3436
3802685,3567,Georginio Wijnaldum,131,0,0,0,1,True,False,7.409090909090909,7.863636363636363,0.2727272727272727,0.09090909090909091,0,3567
3802685,4372,Marcos Aoás Corrêa,131,46,36,0,0,True,False,38.958333333333336,34.416666666666664,0.041666666666666664,0.16666666666666666,0,4372
3802685,5245,Achraf Hakimi Mouh,131,32,29,1,0,True,False,30.5,28.136363636363637,0.7727272727272727,0.09090909090909091,0,5245
3802685,5503,Lionel Andrés Messi Cuccittini,131,37,51,1,0,True,False,32.92307692307692,38.65384615384615,1.6538461538461537,1.0384615384615385,0,5503
3802685,5597,Keylor Navas Gamboa,131,20,9,0,0,True,False,8.043478260869565,3.782608695652174,0.0,0.0,0,5597
3802685,6987,Mauro Emanuel Icardi Rivero,131,5,19,0,2,True,False,0.8888888888888888,3.611111111111111,0.0,0.3333333333333333,0,6987
3802685,6998,Rafael Alcântara do Nascimento,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,6998
3802685,7036,Gianluigi Donnarumma,131,0,0,0,0,True,False,7.956521739130435,4.391304347826087,0.043478260869565216,0.0,0,7036
3802685,8553,Abdou Diallo,131,0,0,0,0,True,False,11.428571428571429,10.285714285714286,0.21428571428571427,0.07142857142857142,0,8553
3802685,10450,Colin Dagba,131,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,10450
3802685,13621,Danilo Luís Hélio Pereira,131,37,37,0,0,True,False,22.52,20.8,0.2,0.2,0,13621
3802685,15651,Juan Bernat Velasco,131,20,18,0,0,True,False,21.055555555555557,20.0,0.5555555555555556,0.05555555555555555,0,15651
3802685,16308,Leandro Daniel Paredes,131,47,47,1,0,True,False,28.307692307692307,25.307692307692307,0.07692307692307693,0.07692307692307693,0,16308
3802685,28346,Eric Junior Dina Ebimbe,131,0,0,0,0,True,False,1.5,1.5,0.0,0.05555555555555555,0,28346
3802685,41092,Nuno Mendes,131,0,0,0,0,True,False,18.875,15.708333333333334,0.7083333333333334,0.041666666666666664,0,41092
3802685,3010,Corentin Jean,168,0,0,0,0,True,False,0.0,0.0,0.0,0.5,0,3010
3802685,3130,Gaël Kakuta,168,12,19,0,1,True,False,6.0,9.5,0.0,0.5,0,3130
3802685,4350,Yannick Cahuzac,168,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,4350
3802685,4840,Massadio Haïdara,168,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,4840
3802685,4898,Ignatius Kpene Ganago,168,0,0,0,0,True,False,0.0,0.0,0.0,0.0,0,4898
3802685,7252,Jonathan Clauss,168,33,23,0,1,True,False,28.0,21.5,1.0,1.0,0,7252
3802685,7282,Jean-Louis Leca,168,11,6,0,0,True,False,12.0,4.5,0.0,0.0,0,7282
